time,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,pattern,label,source_node
13,0.0,0.0,0.0,0.4354166666666667,0.0,0.26125,0.15675,0.09405,0.05643,0.0,0.15675,0.033858,0.0,0.1143648,0.0,0.0,0.06861888,0.0,0.0,0.041171328,0.0247027968,0.01482167808,0.0,0.0,0.008893006848,0.0,0.0,0.0617658041088,0.057374282465279994,0.033858,0.05473936947916799,0.008893006848,0.0381794257963008,0.09686233958658047,0.05811740375194828,0.0,0.07604177025116896,0.060446740230701373,0.05917569961620131,0.035505419769720784,0.05757129600025329,0.0,0.03454277760015197,0.06941321985132093,0.09679816795005175,0.0,0.04164793191079256,0.4066912583873903,0.0,0.2690035141789097,decreasing,1,3
14,0.0,0.0,0.0,0.39583333333333326,0.0,0.23749999999999996,0.14249999999999996,0.08549999999999998,0.051299999999999985,0.0,0.14249999999999996,0.03077999999999999,0.0,0.10396799999999998,0.0,0.0,0.062380799999999986,0.0,0.0,0.03742847999999999,0.022457087999999997,0.013474252799999996,0.0,0.0,0.008084551679999998,0.0,0.0,0.056150731007999985,0.05215843860479999,0.03077999999999999,0.049763063162879984,0.008084551679999998,0.03470856890572799,0.08805667235143677,0.052834003410862064,0.0,0.06912888204651724,0.05495158202791033,0.05379609056018299,0.032277654336109796,0.052337541818412076,0.0,0.03140252509104725,0.06310292713756448,0.08799833450004702,0.0,0.03786175628253868,0.3697193258067184,0.0,0.24454864925355424,decreasing,1,3
15,0.0,0.0,0.0,0.35624999999999996,0.0,0.21374999999999997,0.12824999999999998,0.07694999999999999,0.04616999999999999,0.0,0.12824999999999998,0.02770199999999999,0.0,0.09357119999999998,0.0,0.0,0.056142719999999986,0.0,0.0,0.03368563199999999,0.020211379199999997,0.012126827519999996,0.0,0.0,0.007276096511999997,0.0,0.0,0.050535657907199986,0.04694259474431999,0.02770199999999999,0.04478675684659198,0.007276096511999997,0.03123771201515519,0.0792510051162931,0.047550603069775856,0.0,0.0622159938418655,0.04945642382511929,0.04841648150416469,0.02904988890249881,0.04710378763657087,0.0,0.02826227258194252,0.05679263442380803,0.07919850105004232,0.0,0.034075580654284815,0.33274739322604663,0.0,0.22009378432819884,decreasing,1,3
16,0.0,0.0,0.0,0.3166666666666667,0.0,0.19,0.11399999999999999,0.06839999999999999,0.04103999999999999,0.0,0.11399999999999999,0.024623999999999993,0.0,0.08317439999999998,0.0,0.0,0.04990463999999999,0.0,0.0,0.029942783999999993,0.017965670399999994,0.010779402239999998,0.0,0.0,0.006467641343999998,0.0,0.0,0.044920584806399995,0.041726750883839994,0.024623999999999993,0.03981045053030399,0.006467641343999998,0.02776685512458239,0.07044533788114943,0.042267202728689654,0.0,0.05530310563721378,0.043961265622328265,0.04303687244814639,0.025822123468887834,0.04187003345472966,0.0,0.025122020072837793,0.05048234171005159,0.07039866760003763,0.0,0.03028940502603095,0.29577546064537474,0.0,0.1956389194028434,decreasing,1,3
17,0.0,0.0,0.0,0.2770833333333333,0.0,0.16624999999999995,0.09974999999999996,0.05984999999999997,0.03590999999999998,0.0,0.09974999999999996,0.02154599999999999,0.0,0.07277759999999997,0.0,0.0,0.04366655999999998,0.0,0.0,0.026199935999999986,0.015719961599999988,0.009431976959999994,0.0,0.0,0.005659186175999997,0.0,0.0,0.039305511705599976,0.03651090702335998,0.02154599999999999,0.03483414421401598,0.005659186175999997,0.02429599823400959,0.061639670646005736,0.03698380238760344,0.0,0.04839021743256205,0.038466107419537224,0.03765726339212808,0.02259435803527685,0.03663627927288844,0.0,0.021981767563733066,0.04417204899629513,0.06159883415003291,0.0,0.02650322939777708,0.25880352806470286,0.0,0.17118405447748797,decreasing,1,3
18,0.0,0.0,0.0,0.2375,0.0,0.1425,0.08549999999999999,0.0513,0.03078,0.0,0.08549999999999999,0.018468,0.0,0.0623808,0.0,0.0,0.03742848,0.0,0.0,0.022457088,0.0134742528,0.00808455168,0.0,0.0,0.004850731008,0.0,0.0,0.0336904386048,0.03129506316288,0.018468,0.029857837897727998,0.004850731008,0.020825141343436798,0.05283400341086207,0.031700402046517244,0.0,0.041477329227910344,0.032970949216746204,0.0322776543361098,0.01936659260166588,0.031402525091047254,0.0,0.01884151505462835,0.0378617562825387,0.05279900070002822,0.0,0.022717053769523217,0.22183159548403109,0.0,0.14672918955213257,decreasing,1,3
19,0.0,0.0,0.0,0.19791666666666669,0.0,0.11875000000000002,0.07125000000000001,0.04275,0.025650000000000003,0.0,0.07125000000000001,0.015390000000000001,0.0,0.051984,0.0,0.0,0.0311904,0.0,0.0,0.01871424,0.011228544,0.0067371264,0.0,0.0,0.00404227584,0.0,0.0,0.028075365504000003,0.026079219302399998,0.015390000000000001,0.02488153158144,0.00404227584,0.017354284452863997,0.04402833617571839,0.026417001705431035,0.0,0.034564441023258625,0.027475791013955173,0.0268980452800915,0.0161388271680549,0.026168770909206045,0.0,0.015701262545523627,0.03155146356878225,0.04399916725002353,0.0,0.01893087814126935,0.18485966290335928,0.0,0.12227432462677718,decreasing,1,3
20,0.0,0.0,0.0,0.1583333333333333,0.0,0.09499999999999997,0.05699999999999998,0.03419999999999999,0.020519999999999993,0.0,0.05699999999999998,0.012311999999999995,0.0,0.041587199999999984,0.0,0.0,0.024952319999999993,0.0,0.0,0.014971391999999997,0.008982835199999997,0.005389701119999999,0.0,0.0,0.003233820671999999,0.0,0.0,0.022460292403199994,0.020863375441919994,0.012311999999999995,0.019905225265151993,0.003233820671999999,0.013883427562291193,0.03522266894057471,0.021133601364344824,0.0,0.02765155281860689,0.021980632811164132,0.021518436224073196,0.012911061734443917,0.02093501672736483,0.0,0.012561010036418897,0.025241170855025793,0.035199333800018814,0.0,0.015144702513015475,0.14788773032268734,0.0,0.09781945970142168,decreasing,1,3
21,0.0,0.0,0.0,0.11875,0.0,0.07125,0.042749999999999996,0.02565,0.01539,0.0,0.042749999999999996,0.009234,0.0,0.0311904,0.0,0.0,0.01871424,0.0,0.0,0.011228544,0.0067371264,0.00404227584,0.0,0.0,0.002425365504,0.0,0.0,0.0168452193024,0.01564753158144,0.009234,0.014928918948863999,0.002425365504,0.010412570671718399,0.026417001705431035,0.015850201023258622,0.0,0.020738664613955172,0.016485474608373102,0.0161388271680549,0.00968329630083294,0.015701262545523627,0.0,0.009420757527314175,0.01893087814126935,0.02639950035001411,0.0,0.011358526884761608,0.11091579774201554,0.0,0.07336459477606629,decreasing,1,3
22,0.0,0.0,0.0,0.0791666666666667,0.0,0.04750000000000002,0.02850000000000001,0.017100000000000004,0.010260000000000002,0.0,0.02850000000000001,0.006156000000000001,0.0,0.020793600000000002,0.0,0.0,0.012476160000000002,0.0,0.0,0.007485696,0.0044914175999999995,0.0026948505599999994,0.0,0.0,0.0016169103359999998,0.0,0.0,0.011230146201600002,0.010431687720960002,0.006156000000000001,0.009952612632576002,0.0016169103359999998,0.006941713781145601,0.01761133447028736,0.010566800682172415,0.0,0.013825776409303448,0.01099031640558207,0.010759218112036601,0.00645553086722196,0.010467508363682418,0.0,0.006280505018209451,0.012620585427512898,0.01759966690000941,0.0,0.007572351256507739,0.07394386516134373,0.0,0.048909729850710876,decreasing,1,3
23,0.0,0.0,0.0,0.0395833333333333,0.0,0.023749999999999976,0.014249999999999985,0.00854999999999999,0.005129999999999994,0.0,0.014249999999999985,0.0030779999999999965,0.0,0.010396799999999989,0.0,0.0,0.006238079999999993,0.0,0.0,0.0037428479999999957,0.0022457087999999976,0.0013474252799999984,0.0,0.0,0.0008084551679999989,0.0,0.0,0.005615073100799993,0.005215843860479994,0.0030779999999999965,0.004976306316287995,0.0008084551679999989,0.003470856890572796,0.00880566723514367,0.005283400341086202,0.0,0.006912888204651717,0.005495158202791029,0.005379609056018295,0.0032277654336109766,0.005233754181841203,0.0,0.0031402525091047215,0.006310292713756443,0.008799833450004693,0.0,0.0037861756282538653,0.03697193258067181,0.0,0.024454864925355403,decreasing,1,3
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
4,9.270036868320838e-05,0.0010148748646196682,0.0,0.0,6.997198464361992e-05,0.0,0.0,0.0005377503915498654,0.0,0.0014911130024350269,0.0009946580536153947,0.00022070163330071993,0.00022931238198803546,0.0,0.0,0.0,0.00048008617288955723,0.00047008145512591966,0.00016068927837733864,0.0,0.001270324363620996,0.0002533645155207454,0.0,0.0005308658815851666,0.0,0.0,0.0,0.001184790490557722,0.0003569580454494489,0.002343070026704928,0.0,0.0,0.0,0.003242175442755093,0.0,0.0,0.0024010808642812667,0.0005375930863667448,6.315580415153616e-05,0.0009626550172904833,0.0005847289154252634,0.0,0.0,0.0010919368308556394,0.0002274209393176096,0.0,0.0,0.0,0.0008367116428879801,0.0,normal,0,-1
5,0.0,0.0,0.0025336146888948648,0.0,0.0,0.0003612511326052796,0.0,0.0005425574670146872,0.0005836908489980987,0.0004645520879790662,0.0,0.0,0.0005045575651147743,0.0,0.0,0.0007606159655459154,0.0,0.0,0.0,0.0,0.0,0.0,0.0005933139817372107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014596079714271864,0.0,0.0,0.0010972246548823469,0.0,0.000841180267252909,0.0006810757344628848,0.0,0.0,0.0004838513065835006,0.00024377383765223292,0.0,0.00034077675535853586,0.001096988865477158,0.0005297391129714056,0.0,8.512232807680906e-05,0.0,0.00044113420166190325,normal,0,-1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
20,0.0,0.0,0.0,0.00011465046460663783,0.0009008558216095007,0.0,0.0,0.0003891672656095741,0.0,0.0017336270987142008,0.001419868044245404,0.0,0.0,0.0004545555115759131,0.0,0.0017577300487594033,0.0003423538350490586,0.0,0.0,0.0,0.0011805947632175357,0.0,0.0,0.0,0.00025436169189469257,0.0,0.0014335652627391314,0.0,0.0,0.0017999561528670687,0.0,0.00025428853464969206,0.0,0.00016816115399720939,0.0,0.001304816622757835,7.277591596786326e-06,0.000706898777024921,0.0006216306525110111,0.0022452221869656034,0.0007131900460042742,0.001103242178231612,0.001267651614947716,0.0,0.0015663464803361616,0.0,0.0,0.0,7.873265447760233e-05,0.0,normal,0,-1
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
0,0.0,0.0,0.0,0.475,0.0,0.285,0.17099999999999999,0.1026,0.06156,0.0,0.17099999999999999,0.036936,0.0,0.1247616,0.0,0.0,0.07485696,0.0,0.0,0.044914176,0.0269485056,0.01616910336,0.0,0.0,0.009701462016,0.0,0.0,0.0673808772096,0.06259012632576,0.036936,0.059715675795455996,0.009701462016,0.041650282686873596,0.10566800682172414,0.06340080409303449,0.0,0.08295465845582069,0.06594189843349241,0.0645553086722196,0.03873318520333176,0.06280505018209451,0.0,0.0376830301092567,0.0757235125650774,0.10559800140005644,0.0,0.045434107539046434,0.44366319096806217,0.0,0.29345837910426514,oscillation,1,3
1,0.0,0.0,0.0,0.81087572106361,0.0,0.486525432638166,0.2919152595828996,0.17514915574973977,0.10508949344984385,0.0,0.2919152595828996,0.06305369606990631,0.0,0.21298137339168355,0.0,0.0,0.12778882403501013,0.0,0.0,0.07667329442100608,0.04600397665260364,0.027602385991562187,0.0,0.0,0.016561431594937313,0.0,0.0,0.11502635240680624,0.10684802908602753,0.06305369606990631,0.1019410350935603,0.016561431594937313,0.07110148001309856,0.18038657099983166,0.10823194259989899,0.0,0.14161245998094546,0.11256986198012947,0.11020280519593681,0.06612168311756209,0.10721492705861492,0.0,0.06432895623516895,0.12926812179510835,0.1802670642697829,0.0,0.07756087307706501,0.7573804418644411,0.0,0.5009647889649036,oscillation,1,3
2,0.0,0.0,0.0,0.95,0.0,0.57,0.34199999999999997,0.2052,0.12312,0.0,0.34199999999999997,0.073872,0.0,0.2495232,0.0,0.0,0.14971392,0.0,0.0,0.089828352,0.0538970112,0.03233820672,0.0,0.0,0.019402924032,0.0,0.0,0.1347617544192,0.12518025265152,0.073872,0.11943135159091199,0.019402924032,0.08330056537374719,0.21133601364344828,0.12680160818606898,0.0,0.16590931691164137,0.13188379686698481,0.1291106173444392,0.07746637040666352,0.12561010036418901,0.0,0.0753660602185134,0.1514470251301548,0.2111960028001129,0.0,0.09086821507809287,0.8873263819361243,0.0,0.5869167582085303,oscillation,1,3
3,0.0,0.0,0.0,0.81087572106361,0.0,0.486525432638166,0.2919152595828996,0.17514915574973977,0.10508949344984385,0.0,0.2919152595828996,0.06305369606990631,0.0,0.21298137339168355,0.0,0.0,0.12778882403501013,0.0,0.0,0.07667329442100608,0.04600397665260364,0.027602385991562187,0.0,0.0,0.016561431594937313,0.0,0.0,0.11502635240680624,0.10684802908602753,0.06305369606990631,0.1019410350935603,0.016561431594937313,0.07110148001309856,0.18038657099983166,0.10823194259989899,0.0,0.14161245998094546,0.11256986198012947,0.11020280519593681,0.06612168311756209,0.10721492705861492,0.0,0.06432895623516895,0.12926812179510835,0.1802670642697829,0.0,0.07756087307706501,0.7573804418644411,0.0,0.5009647889649036,oscillation,1,3
4,0.0,0.0,0.0,0.4750000000000001,0.0,0.28500000000000003,0.171,0.10260000000000001,0.061560000000000004,0.0,0.171,0.036936000000000004,0.0,0.1247616,0.0,0.0,0.07485696,0.0,0.0,0.044914176,0.0269485056,0.01616910336,0.0,0.0,0.009701462016,0.0,0.0,0.0673808772096,0.06259012632576,0.036936000000000004,0.059715675795455996,0.009701462016,0.041650282686873596,0.10566800682172414,0.06340080409303449,0.0,0.08295465845582069,0.06594189843349241,0.0645553086722196,0.03873318520333176,0.06280505018209451,0.0,0.0376830301092567,0.0757235125650774,0.10559800140005644,0.0,0.045434107539046434,0.4436631909680622,0.0,0.29345837910426514,oscillation,1,3
5,0.0,0.0,0.0,0.13912427893638996,0.0,0.08347456736183397,0.05008474041710038,0.03005084425026023,0.018030506550156138,0.0,0.05008474041710038,0.010818303930093682,0.0,0.03654182660831643,0.0,0.0,0.02192509596498986,0.0,0.0,0.013155057578993917,0.00789303454739635,0.00473582072843781,0.0,0.0,0.0028414924370626857,0.0,0.0,0.01973540201239375,0.01833222356549246,0.010818303930093682,0.017490316497351683,0.0028414924370626857,0.012199085360648622,0.03094944264361664,0.018569665586169983,0.0,0.024296856930695908,0.019313934886855354,0.018907812148502387,0.011344687289101431,0.01839517330557407,0.0,0.011037103983344442,0.02217890333504643,0.030928938530329998,0.0,0.013307342001027858,0.1299459400716832,0.0,0.08595196924362662,oscillation,1,3
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oscillation,1,3
7,0.0,0.0,0.0,0.13912427893638984,0.0,0.08347456736183391,0.050084740417100336,0.0300508442502602,0.01803050655015612,0.0,0.050084740417100336,0.010818303930093672,0.0,0.03654182660831641,0.0,0.0,0.021925095964989844,0.0,0.0,0.013155057578993906,0.007893034547396344,0.004735820728437806,0.0,0.0,0.002841492437062683,0.0,0.0,0.01973540201239373,0.018332223565492443,0.010818303930093672,0.01749031649735167,0.002841492437062683,0.01219908536064861,0.030949442643616615,0.018569665586169966,0.0,0.024296856930695887,0.019313934886855337,0.018907812148502366,0.01134468728910142,0.018395173305574053,0.0,0.011037103983344431,0.02217890333504641,0.030928938530329967,0.0,0.013307342001027846,0.1299459400716831,0.0,0.08595196924362658,oscillation,1,3
8,0.0,0.0,0.0,0.47499999999999987,0.0,0.2849999999999999,0.17099999999999996,0.10259999999999997,0.06155999999999998,0.0,0.17099999999999996,0.03693599999999999,0.0,0.12476159999999997,0.0,0.0,0.07485695999999999,0.0,0.0,0.04491417599999999,0.02694850559999999,0.016169103359999996,0.0,0.0,0.009701462015999996,0.0,0.0,0.06738087720959998,0.06259012632575998,0.03693599999999999,0.05971567579545598,0.009701462015999996,0.04165028268687358,0.10566800682172413,0.06340080409303446,0.0,0.08295465845582067,0.0659418984334924,0.06455530867221959,0.03873318520333175,0.0628050501820945,0.0,0.03768303010925669,0.07572351256507737,0.10559800140005643,0.0,0.04543410753904642,0.4436631909680621,0.0,0.2934583791042651,oscillation,1,3
9,0.0,0.0,0.0,0.81087572106361,0.0,0.486525432638166,0.2919152595828996,0.17514915574973977,0.10508949344984385,0.0,0.2919152595828996,0.06305369606990631,0.0,0.21298137339168355,0.0,0.0,0.12778882403501013,0.0,0.0,0.07667329442100608,0.04600397665260364,0.027602385991562187,0.0,0.0,0.016561431594937313,0.0,0.0,0.11502635240680624,0.10684802908602753,0.06305369606990631,0.1019410350935603,0.016561431594937313,0.07110148001309856,0.18038657099983166,0.10823194259989899,0.0,0.14161245998094546,0.11256986198012947,0.11020280519593681,0.06612168311756209,0.10721492705861492,0.0,0.06432895623516895,0.12926812179510835,0.1802670642697829,0.0,0.07756087307706501,0.7573804418644411,0.0,0.5009647889649036,oscillation,1,3
10,0.0,0.0,0.0,0.95,0.0,0.57,0.34199999999999997,0.2052,0.12312,0.0,0.34199999999999997,0.073872,0.0,0.2495232,0.0,0.0,0.14971392,0.0,0.0,0.089828352,0.0538970112,0.03233820672,0.0,0.0,0.019402924032,0.0,0.0,0.1347617544192,0.12518025265152,0.073872,0.11943135159091199,0.019402924032,0.08330056537374719,0.21133601364344828,0.12680160818606898,0.0,0.16590931691164137,0.13188379686698481,0.1291106173444392,0.07746637040666352,0.12561010036418901,0.0,0.0753660602185134,0.1514470251301548,0.2111960028001129,0.0,0.09086821507809287,0.8873263819361243,0.0,0.5869167582085303,oscillation,1,3
11,0.0,0.0,0.0,0.8108757210636104,0.0,0.48652543263816617,0.2919152595828997,0.17514915574973983,0.10508949344984389,0.0,0.2919152595828997,0.06305369606990634,0.0,0.21298137339168363,0.0,0.0,0.12778882403501016,0.0,0.0,0.0766732944210061,0.046003976652603654,0.027602385991562194,0.0,0.0,0.016561431594937316,0.0,0.0,0.11502635240680628,0.10684802908602756,0.06305369606990634,0.10194103509356033,0.016561431594937316,0.07110148001309857,0.18038657099983169,0.108231942599899,0.0,0.14161245998094552,0.11256986198012948,0.11020280519593682,0.0661216831175621,0.10721492705861495,0.0,0.06432895623516896,0.12926812179510835,0.18026706426978292,0.0,0.07756087307706501,0.7573804418644413,0.0,0.5009647889649037,oscillation,1,3
